ID,NB_SPC,HYP_v0,LOP_v0,HOD_v0,AL_v0,OL_v0,SF_v0,OT_v0,CM_v0,OO_v0,ETH_v0,LOPT_v0,HYP_v1,AL_v1,AL2_v1,OL_v1,SF_v1,OT_v1,OO_v1,BU_v1
enabled_col,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,T,T,T,T,T
156168,3,2.333,1.333,1.000,0.000,0.667,0.333,0.000,0.000,0.333,0.000,0.000,2.000,0.000,0.333,0.667,0.333,0.000,0.333,0.333
156169,5,2.200,1.200,1.000,0.000,0.600,0.400,0.000,0.000,0.200,0.200,0.000,2.000,0.000,0.200,0.600,0.400,0.000,0.200,0.400
156170,5,2.200,1.200,1.000,0.000,0.600,0.400,0.000,0.000,0.200,0.200,0.000,2.000,0.000,0.200,0.600,0.400,0.000,0.200,0.400
156171,6,2.167,1.333,1.000,0.000,0.667,0.500,0.000,0.000,0.167,0.167,0.000,2.000,0.000,0.167,0.667,0.500,0.000,0.167,0.333
156172,6,2.167,1.333,1.000,0.000,0.667,0.500,0.000,0.000,0.167,0.167,0.000,2.000,0.000,0.167,0.667,0.500,0.000,0.167,0.333
156173,7,2.286,1.429,1.000,0.000,0.714,0.429,0.000,0.000,0.286,0.143,0.000,2.143,0.143,0.286,0.571,0.429,0.000,0.143,0.286
156174,7,2.286,1.429,1.000,0.000,0.714,0.429,0.000,0.000,0.286,0.143,0.000,2.143,0.143,0.286,0.571,0.429,0.000,0.143,0.286
156175,6,2.167,1.333,1.000,0.000,0.667,0.500,0.000,0.000,0.167,0.167,0.000,2.000,0.167,0.167,0.500,0.500,0.000,0.000,0.333
156176,6,2.167,1.333,1.000,0.000,0.667,0.500,0.000,0.000,0.167,0.167,0.000,2.000,0.167,0.167,0.500,0.500,0.000,0.000,0.333
156177,6,2.167,1.333,1.000,0.000,0.667,0.500,0.000,0.000,0.167,0.167,0.000,2.000,0.167,0.167,0.500,0.500,0.000,0.000,0.333
156178,8,2.125,1.500,1.000,0.000,0.750,0.625,0.000,0.000,0.125,0.125,0.000,2.000,0.125,0.125,0.625,0.625,0.000,0.000,0.250
156179,8,2.125,1.500,1.000,0.000,0.750,0.625,0.000,0.000,0.125,0.125,0.000,2.000,0.125,0.125,0.625,0.625,0.000,0.000,0.250
156180,8,2.125,1.500,1.000,0.000,0.750,0.625,0.000,0.000,0.125,0.125,0.000,2.000,0.125,0.125,0.625,0.625,0.000,0.000,0.250
156181,9,2.111,1.556,1.000,0.000,0.778,0.667,0.000,0.000,0.111,0.111,0.000,2.000,0.222,0.222,0.556,0.556,0.000,0.000,0.222
156182,9,2.111,1.556,1.000,0.000,0.778,0.667,0.000,0.000,0.111,0.111,0.000,2.000,0.222,0.222,0.556,0.556,0.000,0.000,0.222
156183,9,1.889,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.111,0.000,1.778,0.111,0.111,0.556,0.556,0.000,0.000,0.333
156184,11,2.182,1.273,1.182,0.000,0.727,0.455,0.091,0.091,0.182,0.091,0.273,2.091,0.000,0.182,0.727,0.455,0.091,0.182,0.273
156185,8,2.125,1.250,1.000,0.000,0.625,0.375,0.000,0.000,0.250,0.125,0.000,2.000,0.000,0.250,0.625,0.375,0.000,0.250,0.375
156186,10,1.700,1.000,1.000,0.100,0.500,0.100,0.000,0.000,0.300,0.100,0.000,1.700,0.100,0.400,0.400,0.100,0.000,0.300,0.500
156187,9,1.778,1.111,1.000,0.111,0.556,0.111,0.000,0.000,0.333,0.111,0.000,1.778,0.111,0.444,0.444,0.111,0.000,0.333,0.444
156188,9,1.778,1.111,1.000,0.111,0.556,0.111,0.000,0.000,0.333,0.111,0.000,1.778,0.111,0.444,0.444,0.111,0.000,0.333,0.444
156189,9,1.778,1.111,1.000,0.111,0.556,0.111,0.000,0.000,0.333,0.111,0.000,1.778,0.111,0.444,0.444,0.111,0.000,0.333,0.444
156190,8,1.750,1.000,1.000,0.125,0.500,0.000,0.000,0.000,0.375,0.125,0.000,1.750,0.125,0.500,0.375,0.000,0.000,0.375,0.500
156191,9,1.889,1.111,1.000,0.111,0.556,0.000,0.000,0.000,0.444,0.111,0.000,1.889,0.111,0.556,0.444,0.000,0.000,0.444,0.444
156192,11,2.091,1.273,1.000,0.091,0.636,0.000,0.091,0.091,0.455,0.091,0.000,2.091,0.091,0.545,0.545,0.000,0.091,0.455,0.364
156193,10,2.200,1.200,1.000,0.000,0.600,0.000,0.100,0.100,0.500,0.100,0.000,2.200,0.000,0.500,0.600,0.000,0.100,0.500,0.400
156194,11,2.273,1.273,1.000,0.000,0.636,0.000,0.091,0.091,0.545,0.091,0.000,2.273,0.000,0.545,0.636,0.000,0.091,0.545,0.364
156195,12,2.083,1.333,1.000,0.167,0.667,0.000,0.083,0.083,0.417,0.083,0.000,2.083,0.167,0.583,0.500,0.000,0.083,0.417,0.333
156196,9,2.222,1.556,1.000,0.222,0.778,0.000,0.111,0.111,0.444,0.000,0.000,2.222,0.222,0.667,0.556,0.000,0.111,0.444,0.222
156197,8,2.125,1.750,1.000,0.375,0.875,0.000,0.125,0.125,0.375,0.000,0.000,2.125,0.375,0.750,0.500,0.000,0.125,0.375,0.125
156198,8,2.125,1.750,1.000,0.375,0.875,0.000,0.125,0.125,0.375,0.000,0.000,2.125,0.375,0.750,0.500,0.000,0.125,0.375,0.125
156199,8,2.125,1.750,1.000,0.375,0.875,0.000,0.125,0.125,0.375,0.000,0.000,2.125,0.375,0.750,0.500,0.000,0.125,0.375,0.125
156200,9,2.000,1.556,1.000,0.333,0.778,0.000,0.111,0.111,0.333,0.111,0.000,2.000,0.333,0.667,0.444,0.000,0.111,0.333,0.222
156201,8,1.875,1.500,1.000,0.375,0.750,0.000,0.125,0.125,0.250,0.125,0.000,1.875,0.375,0.625,0.375,0.000,0.125,0.250,0.250
156202,8,1.875,1.500,1.000,0.375,0.750,0.000,0.125,0.125,0.250,0.125,0.000,1.875,0.375,0.625,0.375,0.000,0.125,0.250,0.250
156203,11,2.000,1.455,1.000,0.273,0.727,0.000,0.091,0.091,0.364,0.091,0.000,2.000,0.273,0.636,0.455,0.000,0.091,0.364,0.273
156204,11,2.000,1.455,1.000,0.273,0.727,0.000,0.091,0.091,0.364,0.091,0.000,2.000,0.273,0.636,0.455,0.000,0.091,0.364,0.273
156205,11,2.000,1.455,1.000,0.273,0.727,0.000,0.091,0.091,0.364,0.091,0.000,2.000,0.273,0.636,0.455,0.000,0.091,0.364,0.273
156206,11,1.818,1.455,1.000,0.364,0.727,0.000,0.000,0.000,0.364,0.091,0.000,1.818,0.273,0.727,0.455,0.000,0.000,0.364,0.273
156207,10,1.700,1.400,1.000,0.400,0.700,0.000,0.000,0.000,0.300,0.100,0.000,1.700,0.300,0.700,0.400,0.000,0.000,0.300,0.300
156208,10,1.700,1.400,1.000,0.400,0.700,0.000,0.000,0.000,0.300,0.100,0.000,1.700,0.300,0.700,0.400,0.000,0.000,0.300,0.300
156209,13,1.923,1.538,1.000,0.308,0.769,0.077,0.000,0.000,0.385,0.077,0.000,1.923,0.231,0.692,0.538,0.077,0.000,0.385,0.231
156210,9,1.889,1.333,1.000,0.222,0.667,0.111,0.000,0.000,0.333,0.111,0.000,1.889,0.222,0.556,0.444,0.111,0.000,0.333,0.333
156211,10,1.800,1.200,1.000,0.200,0.600,0.100,0.000,0.000,0.300,0.100,0.000,1.800,0.100,0.500,0.500,0.100,0.000,0.300,0.400
156212,13,1.769,1.231,1.000,0.231,0.615,0.077,0.000,0.000,0.308,0.077,0.000,1.769,0.154,0.538,0.462,0.077,0.000,0.308,0.385
156213,14,1.857,1.429,1.000,0.286,0.714,0.071,0.000,0.000,0.357,0.071,0.000,1.857,0.214,0.643,0.500,0.071,0.000,0.357,0.286
156214,14,1.857,1.429,1.000,0.286,0.714,0.071,0.000,0.000,0.357,0.071,0.000,1.857,0.214,0.643,0.500,0.071,0.000,0.357,0.286
156215,13,1.923,1.385,1.000,0.231,0.692,0.077,0.000,0.000,0.385,0.077,0.000,1.923,0.154,0.615,0.538,0.077,0.000,0.385,0.308
156216,12,2.000,1.500,1.000,0.250,0.750,0.083,0.000,0.000,0.417,0.083,0.000,2.000,0.167,0.667,0.583,0.083,0.000,0.417,0.250
156217,13,1.769,1.385,1.000,0.385,0.692,0.077,0.000,0.000,0.308,0.077,0.000,1.769,0.385,0.692,0.385,0.077,0.000,0.308,0.231
156218,15,2.000,1.600,1.000,0.333,0.800,0.133,0.000,0.000,0.400,0.067,0.000,2.000,0.333,0.733,0.533,0.133,0.000,0.400,0.133
156219,16,2.062,1.625,1.000,0.250,0.812,0.125,0.000,0.000,0.438,0.062,0.000,2.062,0.250,0.688,0.562,0.125,0.000,0.438,0.188
156220,12,1.833,1.500,1.000,0.250,0.750,0.167,0.000,0.000,0.333,0.083,0.000,1.833,0.250,0.583,0.500,0.167,0.000,0.333,0.250
156221,12,1.833,1.500,1.000,0.250,0.750,0.167,0.000,0.000,0.333,0.083,0.000,1.833,0.250,0.583,0.500,0.167,0.000,0.333,0.250
156222,12,1.833,1.500,1.000,0.250,0.750,0.167,0.000,0.000,0.333,0.083,0.000,1.833,0.250,0.583,0.500,0.167,0.000,0.333,0.250
156223,9,1.778,1.333,1.000,0.222,0.667,0.111,0.000,0.000,0.333,0.111,0.000,1.778,0.222,0.556,0.444,0.111,0.000,0.333,0.333
156224,10,1.900,1.400,1.000,0.200,0.700,0.100,0.000,0.000,0.400,0.100,0.000,1.900,0.200,0.600,0.500,0.100,0.000,0.400,0.300
156225,10,1.900,1.400,1.000,0.200,0.700,0.100,0.000,0.000,0.400,0.100,0.000,1.900,0.200,0.600,0.500,0.100,0.000,0.400,0.300
156226,11,1.818,1.455,1.000,0.273,0.727,0.091,0.000,0.000,0.364,0.091,0.000,1.818,0.182,0.636,0.545,0.091,0.000,0.455,0.273
156227,10,1.700,1.400,1.000,0.300,0.700,0.100,0.000,0.000,0.300,0.100,0.000,1.700,0.200,0.600,0.500,0.100,0.000,0.400,0.300
156228,9,1.556,1.333,1.000,0.333,0.667,0.111,0.000,0.000,0.222,0.111,0.000,1.556,0.222,0.556,0.444,0.111,0.000,0.333,0.333
156229,8,1.625,1.250,1.000,0.250,0.625,0.125,0.000,0.000,0.250,0.125,0.000,1.625,0.125,0.500,0.500,0.125,0.000,0.375,0.375
156230,8,1.625,1.250,1.000,0.250,0.625,0.125,0.000,0.000,0.250,0.125,0.000,1.625,0.125,0.500,0.500,0.125,0.000,0.375,0.375
156231,8,1.625,1.250,1.000,0.250,0.625,0.125,0.000,0.000,0.250,0.125,0.000,1.625,0.125,0.500,0.500,0.125,0.000,0.375,0.375
156232,8,1.375,1.250,1.000,0.375,0.625,0.125,0.000,0.000,0.125,0.125,0.000,1.375,0.250,0.500,0.375,0.125,0.000,0.250,0.375
156233,9,1.333,1.111,1.000,0.444,0.556,0.111,0.000,0.000,0.111,0.111,0.000,1.333,0.333,0.556,0.333,0.111,0.000,0.222,0.333
156234,9,1.333,1.111,1.000,0.444,0.556,0.111,0.000,0.000,0.111,0.111,0.000,1.333,0.333,0.556,0.333,0.111,0.000,0.222,0.333
156235,9,1.333,1.111,1.000,0.444,0.556,0.111,0.000,0.000,0.111,0.111,0.000,1.333,0.333,0.556,0.333,0.111,0.000,0.222,0.333
156236,9,1.333,1.111,1.000,0.444,0.556,0.111,0.000,0.000,0.111,0.111,0.000,1.333,0.333,0.556,0.333,0.111,0.000,0.222,0.333
156237,9,1.333,1.111,1.000,0.444,0.556,0.111,0.000,0.000,0.111,0.111,0.000,1.333,0.333,0.556,0.333,0.111,0.000,0.222,0.333
156238,8,1.375,1.250,1.000,0.375,0.625,0.125,0.000,0.000,0.125,0.125,0.000,1.375,0.250,0.500,0.375,0.125,0.000,0.250,0.375
156239,7,1.286,1.143,1.000,0.429,0.571,0.000,0.000,0.000,0.143,0.143,0.000,1.286,0.286,0.571,0.286,0.000,0.000,0.286,0.429
156240,6,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.167,0.000,1.000,0.333,0.500,0.167,0.000,0.000,0.167,0.500
156241,6,1.333,1.000,1.000,0.333,0.500,0.000,0.000,0.000,0.167,0.167,0.000,1.333,0.167,0.500,0.333,0.000,0.000,0.333,0.500
156242,6,1.333,1.000,1.000,0.333,0.500,0.000,0.000,0.000,0.167,0.167,0.000,1.333,0.167,0.500,0.333,0.000,0.000,0.333,0.500
156243,6,1.333,1.000,1.000,0.333,0.500,0.000,0.000,0.000,0.167,0.167,0.000,1.333,0.167,0.500,0.333,0.000,0.000,0.333,0.500
156244,5,1.000,0.800,1.000,0.400,0.400,0.000,0.000,0.000,0.000,0.200,0.000,1.000,0.200,0.400,0.200,0.000,0.000,0.200,0.600
156245,5,1.000,0.800,1.000,0.400,0.400,0.000,0.000,0.000,0.000,0.200,0.000,1.000,0.200,0.400,0.200,0.000,0.000,0.200,0.600
156246,6,1.333,1.000,1.000,0.333,0.500,0.000,0.000,0.000,0.167,0.167,0.000,1.333,0.167,0.500,0.333,0.000,0.000,0.333,0.500
156247,6,1.333,1.000,1.000,0.333,0.500,0.000,0.000,0.000,0.167,0.167,0.000,1.333,0.167,0.500,0.333,0.000,0.000,0.333,0.500
156248,7,1.571,1.143,1.000,0.286,0.571,0.000,0.000,0.000,0.286,0.143,0.000,1.571,0.143,0.571,0.429,0.000,0.000,0.429,0.429
156249,6,1.333,1.000,1.000,0.333,0.500,0.000,0.000,0.000,0.167,0.167,0.000,1.333,0.167,0.500,0.333,0.000,0.000,0.333,0.500
156250,5,1.000,0.800,1.000,0.400,0.400,0.000,0.000,0.000,0.000,0.200,0.000,1.000,0.200,0.400,0.200,0.000,0.000,0.200,0.600
156251,5,1.000,0.800,1.000,0.400,0.400,0.000,0.000,0.000,0.000,0.200,0.000,1.000,0.200,0.400,0.200,0.000,0.000,0.200,0.600
156252,5,1.000,0.800,1.000,0.400,0.400,0.000,0.000,0.000,0.000,0.200,0.000,1.000,0.200,0.400,0.200,0.000,0.000,0.200,0.600
156253,6,1.333,1.000,1.000,0.333,0.500,0.000,0.000,0.000,0.167,0.167,0.000,1.333,0.167,0.500,0.333,0.000,0.000,0.333,0.500
156254,6,1.333,1.000,1.000,0.333,0.500,0.000,0.000,0.000,0.167,0.167,0.000,1.333,0.167,0.500,0.333,0.000,0.000,0.333,0.500
156255,7,1.286,1.143,1.000,0.286,0.571,0.000,0.000,0.000,0.286,0.143,0.000,1.286,0.143,0.571,0.429,0.000,0.000,0.429,0.429
156256,8,1.500,1.250,1.000,0.250,0.625,0.000,0.000,0.000,0.375,0.125,0.000,1.500,0.125,0.625,0.500,0.000,0.000,0.500,0.375
156257,8,1.500,1.250,1.000,0.250,0.625,0.000,0.000,0.000,0.375,0.125,0.000,1.500,0.125,0.625,0.500,0.000,0.000,0.500,0.375
156258,8,1.500,1.250,1.000,0.250,0.625,0.000,0.000,0.000,0.375,0.125,0.000,1.500,0.125,0.625,0.500,0.000,0.000,0.500,0.375
156259,8,1.500,1.250,1.000,0.250,0.625,0.000,0.000,0.000,0.375,0.125,0.000,1.500,0.125,0.625,0.500,0.000,0.000,0.500,0.375
156260,6,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.167,0.000,1.667,0.167,0.667,0.500,0.000,0.000,0.500,0.333
156261,4,1.500,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.500,0.250,0.750,0.500,0.000,0.000,0.500,0.250
156262,3,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.000,0.333,0.667,0.333,0.000,0.000,0.333,0.333
156865,3,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.000,0.333,0.333,0.000,0.000,0.333,0.667
156866,3,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.000,0.333,0.333,0.000,0.000,0.333,0.667
156867,4,1.750,1.000,1.000,0.000,0.500,0.250,0.000,0.000,0.250,0.250,0.000,1.750,0.000,0.250,0.500,0.250,0.000,0.250,0.500
156868,3,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,1.667,0.000,0.333,0.333,0.000,0.000,0.333,0.667
156874,3,2.333,1.333,1.000,0.000,0.667,0.333,0.000,0.000,0.333,0.000,0.000,2.000,0.000,0.333,0.667,0.333,0.000,0.333,0.333
156875,4,2.000,1.000,1.000,0.000,0.500,0.250,0.000,0.000,0.250,0.250,0.000,1.750,0.000,0.250,0.500,0.250,0.000,0.250,0.500
156876,5,2.200,1.200,1.000,0.000,0.600,0.400,0.000,0.000,0.200,0.200,0.000,2.000,0.000,0.200,0.600,0.400,0.000,0.200,0.400
156877,5,2.200,1.200,1.000,0.000,0.600,0.400,0.000,0.000,0.200,0.200,0.000,2.000,0.000,0.200,0.600,0.400,0.000,0.200,0.400
156878,6,2.167,1.333,1.000,0.000,0.667,0.500,0.000,0.000,0.167,0.167,0.000,2.000,0.000,0.167,0.667,0.500,0.000,0.167,0.333
156879,8,2.125,1.250,1.000,0.000,0.625,0.375,0.000,0.000,0.250,0.125,0.000,2.000,0.125,0.250,0.500,0.375,0.000,0.125,0.375
156880,8,2.125,1.250,1.000,0.000,0.625,0.375,0.000,0.000,0.250,0.125,0.000,2.000,0.125,0.250,0.500,0.375,0.000,0.125,0.375
156881,8,2.125,1.250,1.000,0.000,0.625,0.375,0.000,0.000,0.250,0.125,0.000,2.000,0.125,0.250,0.500,0.375,0.000,0.125,0.375
156882,8,2.125,1.250,1.000,0.000,0.625,0.375,0.000,0.000,0.250,0.125,0.000,2.000,0.125,0.250,0.500,0.375,0.000,0.125,0.375
156883,8,2.250,1.500,1.000,0.000,0.750,0.500,0.000,0.000,0.250,0.125,0.000,2.125,0.125,0.250,0.625,0.500,0.000,0.125,0.250
156884,7,2.143,1.429,1.000,0.000,0.714,0.571,0.000,0.000,0.143,0.143,0.000,2.000,0.143,0.143,0.571,0.571,0.000,0.000,0.286
156885,7,2.143,1.429,1.000,0.000,0.714,0.571,0.000,0.000,0.143,0.143,0.000,2.000,0.143,0.143,0.571,0.571,0.000,0.000,0.286
156886,7,2.143,1.429,1.000,0.000,0.714,0.571,0.000,0.000,0.143,0.143,0.000,2.000,0.143,0.143,0.571,0.571,0.000,0.000,0.286
156887,8,2.125,1.500,1.000,0.000,0.750,0.625,0.000,0.000,0.125,0.125,0.000,2.000,0.125,0.125,0.625,0.625,0.000,0.000,0.250
156888,8,2.125,1.500,1.000,0.000,0.750,0.625,0.000,0.000,0.125,0.125,0.000,2.000,0.125,0.125,0.625,0.625,0.000,0.000,0.250
156889,9,2.111,1.556,1.000,0.000,0.778,0.667,0.000,0.000,0.111,0.111,0.000,2.000,0.222,0.222,0.556,0.556,0.000,0.000,0.222
156890,9,2.111,1.556,1.000,0.000,0.778,0.667,0.000,0.000,0.111,0.111,0.000,2.000,0.222,0.222,0.556,0.556,0.000,0.000,0.222
156891,8,2.000,1.500,1.000,0.000,0.750,0.750,0.000,0.000,0.000,0.125,0.000,1.875,0.125,0.125,0.625,0.625,0.000,0.000,0.250
156892,8,1.875,1.250,1.000,0.000,0.625,0.625,0.000,0.000,0.000,0.125,0.000,1.750,0.000,0.000,0.625,0.625,0.000,0.000,0.375
156893,9,2.000,1.333,1.000,0.000,0.667,0.556,0.000,0.000,0.111,0.111,0.000,1.889,0.000,0.111,0.667,0.556,0.000,0.111,0.333
156894,7,1.571,0.857,1.000,0.000,0.429,0.286,0.000,0.000,0.143,0.143,0.000,1.571,0.000,0.143,0.429,0.286,0.000,0.143,0.571
156895,8,1.625,1.000,1.000,0.125,0.500,0.125,0.000,0.000,0.250,0.125,0.000,1.625,0.125,0.375,0.375,0.125,0.000,0.250,0.500
156896,8,1.625,1.000,1.000,0.125,0.500,0.125,0.000,0.000,0.250,0.125,0.000,1.625,0.125,0.375,0.375,0.125,0.000,0.250,0.500
156897,8,1.625,1.000,1.000,0.125,0.500,0.125,0.000,0.000,0.250,0.125,0.000,1.625,0.125,0.375,0.375,0.125,0.000,0.250,0.500
156898,10,1.700,1.000,1.000,0.100,0.500,0.100,0.000,0.000,0.300,0.100,0.000,1.700,0.100,0.400,0.400,0.100,0.000,0.300,0.500
156899,8,1.750,1.000,1.000,0.125,0.500,0.000,0.000,0.000,0.375,0.125,0.000,1.750,0.125,0.500,0.375,0.000,0.000,0.375,0.500
156900,9,1.889,1.111,1.000,0.111,0.556,0.000,0.000,0.000,0.444,0.111,0.000,1.889,0.111,0.556,0.444,0.000,0.000,0.444,0.444
156901,11,1.909,1.273,1.000,0.182,0.636,0.000,0.091,0.091,0.364,0.091,0.000,1.909,0.182,0.545,0.455,0.000,0.091,0.364,0.364
156902,13,2.077,1.385,1.000,0.154,0.692,0.000,0.077,0.077,0.462,0.077,0.000,2.077,0.154,0.615,0.538,0.000,0.077,0.462,0.308
156903,14,2.000,1.429,1.000,0.214,0.714,0.000,0.071,0.071,0.429,0.071,0.000,2.000,0.214,0.643,0.500,0.000,0.071,0.429,0.286
156904,14,2.000,1.429,1.000,0.214,0.714,0.000,0.071,0.071,0.429,0.071,0.000,2.000,0.214,0.643,0.500,0.000,0.071,0.429,0.286
156905,14,2.000,1.429,1.000,0.214,0.714,0.000,0.071,0.071,0.429,0.071,0.000,2.000,0.214,0.643,0.500,0.000,0.071,0.429,0.286
156906,13,1.923,1.385,1.000,0.231,0.692,0.000,0.077,0.077,0.385,0.077,0.000,1.923,0.231,0.615,0.462,0.000,0.077,0.385,0.308
156907,11,1.727,1.455,1.000,0.364,0.727,0.000,0.000,0.000,0.364,0.091,0.000,1.727,0.273,0.727,0.455,0.000,0.000,0.364,0.273
156908,10,1.600,1.400,1.000,0.400,0.700,0.000,0.000,0.000,0.300,0.100,0.000,1.600,0.300,0.700,0.400,0.000,0.000,0.300,0.300
156909,8,1.750,1.250,1.000,0.250,0.625,0.000,0.000,0.000,0.375,0.125,0.000,1.750,0.250,0.625,0.375,0.000,0.000,0.375,0.375
156910,9,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.111,0.000,1.667,0.222,0.667,0.444,0.000,0.000,0.333,0.333
156911,10,1.900,1.400,1.000,0.300,0.700,0.000,0.000,0.000,0.400,0.100,0.000,1.900,0.300,0.700,0.400,0.000,0.000,0.400,0.300
156912,10,1.900,1.400,1.000,0.300,0.700,0.000,0.000,0.000,0.400,0.100,0.000,1.900,0.300,0.700,0.400,0.000,0.000,0.400,0.300
156913,10,1.900,1.400,1.000,0.300,0.700,0.000,0.000,0.000,0.400,0.100,0.000,1.900,0.300,0.700,0.400,0.000,0.000,0.400,0.300
156914,11,1.818,1.455,1.000,0.364,0.727,0.000,0.000,0.000,0.364,0.091,0.000,1.818,0.273,0.727,0.455,0.000,0.000,0.364,0.273
156915,10,1.800,1.400,1.000,0.300,0.700,0.100,0.000,0.000,0.300,0.100,0.000,1.800,0.200,0.600,0.500,0.100,0.000,0.300,0.300
156916,5,1.600,0.800,1.000,0.000,0.400,0.200,0.000,0.000,0.200,0.200,0.000,1.600,0.000,0.200,0.400,0.200,0.000,0.200,0.600
156917,5,1.200,0.400,1.000,0.000,0.200,0.200,0.000,0.000,0.000,0.200,0.000,1.200,0.000,0.000,0.200,0.200,0.000,0.000,0.800
156918,7,1.286,0.571,1.000,0.000,0.286,0.286,0.000,0.000,0.000,0.143,0.000,1.286,0.000,0.000,0.286,0.286,0.000,0.000,0.714
156919,9,1.444,0.444,1.222,0.000,0.333,0.222,0.111,0.111,0.000,0.111,0.333,1.444,0.000,0.000,0.333,0.222,0.111,0.000,0.667
156920,10,1.700,0.600,1.200,0.000,0.400,0.100,0.100,0.100,0.200,0.100,0.300,1.700,0.000,0.200,0.400,0.100,0.100,0.200,0.600
156921,12,1.750,1.167,1.000,0.167,0.583,0.083,0.000,0.000,0.333,0.083,0.000,1.750,0.000,0.500,0.583,0.083,0.000,0.333,0.417
156922,13,1.846,1.231,1.000,0.154,0.615,0.077,0.000,0.000,0.385,0.077,0.000,1.846,0.077,0.538,0.538,0.077,0.000,0.385,0.385
156923,13,1.846,1.385,1.000,0.231,0.692,0.077,0.000,0.000,0.385,0.077,0.000,1.846,0.077,0.615,0.615,0.077,0.000,0.385,0.308
156924,15,1.733,1.333,1.000,0.267,0.667,0.067,0.000,0.000,0.333,0.067,0.000,1.733,0.133,0.600,0.533,0.067,0.000,0.333,0.333
156925,15,1.800,1.333,1.000,0.267,0.667,0.133,0.000,0.000,0.333,0.067,0.000,1.800,0.267,0.600,0.467,0.133,0.000,0.333,0.267
156926,15,1.933,1.467,1.000,0.267,0.733,0.133,0.000,0.000,0.400,0.067,0.000,1.933,0.267,0.667,0.533,0.133,0.000,0.400,0.200
156927,11,1.909,1.636,1.000,0.273,0.818,0.182,0.000,0.000,0.364,0.091,0.000,1.909,0.273,0.636,0.545,0.182,0.000,0.364,0.182
156928,11,1.909,1.636,1.000,0.273,0.818,0.182,0.000,0.000,0.364,0.091,0.000,1.909,0.273,0.636,0.545,0.182,0.000,0.364,0.182
156929,9,1.778,1.333,1.000,0.222,0.667,0.111,0.000,0.000,0.333,0.111,0.000,1.778,0.222,0.556,0.444,0.111,0.000,0.333,0.333
156930,9,1.778,1.333,1.000,0.222,0.667,0.111,0.000,0.000,0.333,0.111,0.000,1.778,0.222,0.556,0.444,0.111,0.000,0.333,0.333
156931,9,1.778,1.333,1.000,0.222,0.667,0.111,0.000,0.000,0.333,0.111,0.000,1.778,0.222,0.556,0.444,0.111,0.000,0.333,0.333
156932,10,1.900,1.400,1.000,0.200,0.700,0.100,0.000,0.000,0.400,0.100,0.000,1.900,0.200,0.600,0.500,0.100,0.000,0.400,0.300
156933,10,1.900,1.400,1.000,0.200,0.700,0.100,0.000,0.000,0.400,0.100,0.000,1.900,0.200,0.600,0.500,0.100,0.000,0.400,0.300
156934,8,1.625,1.250,1.000,0.250,0.625,0.125,0.000,0.000,0.250,0.125,0.000,1.625,0.250,0.500,0.375,0.125,0.000,0.250,0.375
156935,9,1.556,1.333,1.000,0.333,0.667,0.111,0.000,0.000,0.222,0.111,0.000,1.556,0.222,0.556,0.444,0.111,0.000,0.333,0.333
156936,9,1.556,1.333,1.000,0.333,0.667,0.111,0.000,0.000,0.222,0.111,0.000,1.556,0.222,0.556,0.444,0.111,0.000,0.333,0.333
156937,9,1.556,1.333,1.000,0.333,0.667,0.111,0.000,0.000,0.222,0.111,0.000,1.556,0.222,0.556,0.444,0.111,0.000,0.333,0.333
156938,9,1.556,1.333,1.000,0.333,0.667,0.111,0.000,0.000,0.222,0.111,0.000,1.556,0.222,0.556,0.444,0.111,0.000,0.333,0.333
156939,8,1.375,1.250,1.000,0.375,0.625,0.125,0.000,0.000,0.125,0.125,0.000,1.375,0.250,0.500,0.375,0.125,0.000,0.250,0.375
156940,10,1.500,1.200,1.000,0.400,0.600,0.100,0.000,0.000,0.200,0.100,0.000,1.500,0.300,0.600,0.400,0.100,0.000,0.300,0.300
156941,10,1.500,1.200,1.000,0.400,0.600,0.100,0.000,0.000,0.200,0.100,0.000,1.500,0.300,0.600,0.400,0.100,0.000,0.300,0.300
156942,9,1.333,1.111,1.000,0.444,0.556,0.111,0.000,0.000,0.111,0.111,0.000,1.333,0.333,0.556,0.333,0.111,0.000,0.222,0.333
156943,9,1.333,1.111,1.000,0.444,0.556,0.111,0.000,0.000,0.111,0.111,0.000,1.333,0.333,0.556,0.333,0.111,0.000,0.222,0.333
156944,10,1.500,1.200,1.000,0.400,0.600,0.100,0.000,0.000,0.200,0.100,0.000,1.500,0.300,0.600,0.400,0.100,0.000,0.300,0.300
